样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent
1165,25,177890.0,材料1,三角波,0.0343681655,33429.21557,32902.80457789679,-1.5747033938050818
1166,25,177890.0,材料1,三角波,0.038715654,43892.81251,43350.750258456625,-1.2349681429502426
1167,25,177890.0,材料1,三角波,0.0429780925,57418.88126,54492.55795274711,-5.096447793892265
1168,25,177880.0,材料1,三角波,0.0480868599999999,73880.76961,72029.66066513781,-2.5055355468463336
1169,25,177890.0,材料1,三角波,0.054376168,97242.38734,93571.16501189796,-3.7753313431784794
1170,25,177890.0,材料1,三角波,0.060762148,126337.0035,135831.7928313211,7.515446043740538
1171,25,177890.0,材料1,三角波,0.0682375795,165526.4381,161570.8445824165,-2.3897049697848263
1172,25,177890.0,材料1,三角波,0.0769238795,218872.0092,215842.1192206792,-1.38432044846455
1173,25,177900.0,材料1,三角波,0.0852683315,279926.8377,291411.6161087929,4.102778605708844
1174,25,177880.0,材料1,三角波,0.095976618,368376.3932,360757.171868099,-2.06832508069113
1175,25,177890.0,材料1,三角波,0.1082596065,485012.2785,467876.2436316432,-3.533113619587845
1176,25,177900.0,材料1,三角波,0.121578492,636338.7881,622910.5686297312,-2.1102311726687613
1177,25,177890.0,材料1,三角波,0.1365655985,826784.6874,815796.0921483949,-1.3290758064425598
1178,25,177890.0,材料1,三角波,0.152922871,1081934.644,1039462.9826456212,-3.925529290508504
1179,25,199160.0,材料1,三角波,0.0123499034999999,4122.392061,4280.310636308414,3.8307510050392275
1180,25,199160.0,材料1,三角波,0.0138664555,5402.12844,5396.769373985523,-0.09920286187192766
1181,25,199160.0,材料1,三角波,0.0172626335,8662.200851,8211.367995346802,-5.204599424650282
1182,25,199170.0,材料1,三角波,0.0192508,11357.32209,10760.243849256382,-5.257209719088086
1183,25,199160.0,材料1,三角波,0.021740065,14895.03522,14588.49573232776,-2.0579977364581237
1184,25,199170.0,材料1,三角波,0.024543451,19347.3988,19570.00351268311,1.1505666213026573
1185,25,199170.0,材料1,三角波,0.0275375595,25348.51763,23790.12277016051,-6.147873743887599
1186,25,199170.0,材料1,三角波,0.030711225,32519.81662,31590.95742477533,-2.856286694597823
1187,25,199160.0,材料1,三角波,0.034550918,42328.56367,43754.70001348725,3.3692056139812014
1188,25,199160.0,材料1,三角波,0.0384419924999999,54839.26998,53411.58874542651,-2.603392122276911
1189,25,199160.0,材料1,三角波,0.0429975799999999,70785.82317,71608.78138679033,1.1626031596947073
1190,25,199170.0,材料1,三角波,0.0487010405,94434.53346,92284.4367866463,-2.276811876520183
1191,25,199170.0,材料1,三角波,0.0543024805,120244.6019,118008.92406136917,-1.8592750138506042
1192,25,199160.0,材料1,三角波,0.060967645,156230.5105,160680.74521496534,2.848505519647096
1193,25,199170.0,材料1,三角波,0.068753116,206771.5998,206087.87742302212,-0.33066551578611875
1194,25,199170.0,材料1,三角波,0.0858893785,349784.8148,352064.0368937204,0.6516069301131927
1195,25,199170.0,材料1,三角波,0.0966936549999999,457801.7445,470273.812015759,2.7243381366710873
1196,25,199160.0,材料1,三角波,0.1219387435,778993.6378,781334.53501271,0.3005027382920686
1197,25,199160.0,材料1,三角波,0.1365668669999999,1017906.078,995949.0696194806,-2.1570760657663883
1198,25,224180.0,材料1,三角波,0.01219379,5385.119702,5474.0354235038785,1.6511373270097565
1199,25,224180.0,材料1,三角波,0.013533769,6701.86956,6446.795192051862,-3.806018091885071
1200,25,224180.0,材料1,三角波,0.015211035,8647.374921,8666.172840451161,0.2173829586769787
1201,25,224180.0,材料1,三角波,0.016961484,11245.26047,11043.16876240924,-1.797127848927096
1202,25,224180.0,材料1,三角波,0.019132785,14643.25542,14543.150597194895,-0.6836240981522403
1203,25,224180.0,材料1,三角波,0.0241838775,24490.69373,24959.087804639,1.9125390232014465
1204,25,224180.0,材料1,三角波,0.0270474235,31358.21746,30858.076680401755,-1.5949273272188251
1205,25,224180.0,材料1,三角波,0.0303997825,40739.82173,41022.934975895594,0.6949300067435292
1206,25,224180.0,材料1,三角波,0.033826163,52971.41544,51017.56635236714,-3.6884970344920385
1207,25,224180.0,材料1,三角波,0.037825931,67690.99198,70982.6971145818,4.862840738918934
1208,25,224180.0,材料1,三角波,0.0477546015,115482.3455,120149.7589579638,4.041668393342258
1209,25,224170.0,材料1,三角波,0.053756967,148187.0021,150712.48872025497,1.7042565032462857
1210,25,224180.0,材料1,三角波,0.060385031,193713.7486,198333.77402960387,2.384975492443636
1211,25,224180.0,材料1,三角波,0.0670933155,250268.7669,253455.07604343427,1.2731549297589473
1212,25,224180.0,材料1,三角波,0.0850391935,427617.4581,418689.6956580521,-2.0877918505984123
1213,25,224180.0,材料1,三角波,0.0955817525,559054.7473,546198.8516523932,-2.2995772256108005
1214,25,224180.0,材料1,三角波,0.1071963465,726569.9821,705279.7558746085,-2.9302375201156132
1215,25,224190.0,材料1,三角波,0.1201009475,949514.6279,892334.490756149,-6.022038572519279
1216,25,251230.0,材料1,三角波,0.01227832,6957.920732,6819.0583126057545,-1.9957459238592126
1217,25,251220.0,材料1,三角波,0.0137230585,8808.786164,8912.540973817795,1.177855925732696
1218,25,251220.0,材料1,三角波,0.0153490925,11483.23475,11026.24143150231,-3.9796566772937303
1219,25,251220.0,材料1,三角波,0.0218813925,24949.1459,24731.088582984303,-0.874007141926637
1220,25,251220.0,材料1,三角波,0.024456114,31478.24411,31175.95368227703,-0.9603154059884066
1221,25,251230.0,材料1,三角波,0.027537642,41091.95488,40916.64117687721,-0.42663753436592133
1222,25,251230.0,材料1,三角波,0.0306647055,53193.74075,51296.617356521354,-3.56644102620033
1223,25,251230.0,材料1,三角波,0.0342578135,67880.20188,68273.0100965319,0.5786786215313868
1224,25,251220.0,材料1,三角波,0.038747373,89039.52533,88666.57043117916,-0.4188644283969261
1225,25,251220.0,材料1,三角波,0.0431799915,113820.4748,115490.88299138668,1.4675814648654786
1226,25,251230.0,材料1,三角波,0.054732916,191506.8692,191019.462715224,-0.25451122814135213
1227,25,251220.0,材料1,三角波,0.0683343385,318524.1857,308549.9255021554,-3.1313980682266886
1228,25,251230.0,材料1,三角波,0.0769264425,416754.3963,422323.5721585194,1.33632084219465
1229,25,251230.0,材料1,三角波,0.108643771,922254.6302,865321.1454559473,-6.173293457112399
1230,25,282490.0,材料1,三角波,0.0110161034999999,7131.340313,6826.166146954148,-4.2793381419413965
1231,25,282490.0,材料1,三角波,0.012356729,9116.476111,8949.658150714562,-1.8298513400825382
1232,25,282490.0,材料1,三角波,0.0137910485,11764.41442,11311.00711132709,-3.854057605299062
1233,25,282490.0,材料1,三角波,0.015539114,15132.66005,14534.58493996191,-3.9522140064072295
1234,25,282490.0,材料1,三角波,0.017527066,19578.40683,21084.062704321863,7.6903901701273565
1235,25,282490.0,材料1,三角波,0.021980225,32105.32575,30766.440355460534,-4.170290639519413
1236,25,282490.0,材料1,三角波,0.024715513,40917.79776,41842.96711910277,2.2610438727159035
1237,25,282490.0,材料1,三角波,0.0307934395,67650.58058,70613.84515314142,4.380250025551848
1238,25,282480.0,材料1,三角波,0.0348016995,88626.6167,88217.56412851781,-0.4615459629546991
1239,25,282490.0,材料1,三角波,0.038763522,112581.5935,111244.5083190626,-1.1876587809510797
1240,25,282490.0,材料1,三角波,0.04364306,146015.977,140978.7376968767,-3.4497863909257833
1241,25,282490.0,材料1,三角波,0.049094885,186883.1826,186633.1515033712,-0.13379004635423458
1242,25,282500.0,材料1,三角波,0.054447117,238615.2562,237757.33459699337,-0.35954180661757323
1243,25,282490.0,材料1,三角波,0.0612832635,310849.4628,298106.4615553898,-4.099412342497436
1244,25,282490.0,材料1,三角波,0.069078742,406710.7636,395723.5939142453,-2.7014701033485733
1245,25,282490.0,材料1,三角波,0.0775719865,528596.2207,505383.9438403923,-4.391305868375019
1246,25,282480.0,材料1,三角波,0.0975229825,894881.522,819101.8753520659,-8.468120615405232
1247,25,316470.0,材料1,三角波,0.012226918,11797.23176,11235.649713275445,-4.760286634604148
1248,25,316470.0,材料1,三角波,0.0137775195,15246.84977,14801.28929246996,-2.9223117184950125
1249,25,316460.0,材料1,三角波,0.015565564,19653.60795,18980.660554289225,-3.4240399901269862
1250,25,316470.0,材料1,三角波,0.0174654505,25351.60694,24771.676778051304,-2.2875479385635256
1251,25,316470.0,材料1,三角波,0.0195261519999999,32051.45453,32225.284994944413,0.5423481320690453
1252,25,316460.0,材料1,三角波,0.0219337439999999,41017.71535,41898.895462559354,2.148291549249721
1253,25,316460.0,材料1,三角波,0.0243413185,51862.1504,50683.375222900955,-2.272900695415521
1254,25,316470.0,材料1,三角波,0.0308266145,86357.0592,87920.80575358932,1.8107918079606322
1255,25,316470.0,材料1,三角波,0.034429845,110223.7877,110224.06476206942,0.0002513632267610194
1256,25,316460.0,材料1,三角波,0.0387241265,142256.6896,137659.68143424822,-3.2314882194136105
1257,25,316460.0,材料1,三角波,0.0436360315,185012.5713,177570.2678541719,-4.0225933802954055
1258,25,316460.0,材料1,三角波,0.0483766729999999,231347.2223,232978.68796896777,0.7052021860250274
1259,25,316470.0,材料1,三角波,0.0544908,300655.2357,297646.51886456215,-1.0007199204207526
1260,25,316460.0,材料1,三角波,0.0613119669999999,390932.5662,389274.160452201,-0.4242178552478517
1261,25,316460.0,材料1,三角波,0.0687271505,507061.6237,504886.94739672187,-0.42887810901752743
1262,25,316470.0,材料1,三角波,0.0771754809999999,656005.4367,665911.66711605,1.5100835849597258
1263,25,316460.0,材料1,三角波,0.086485206,853420.7731,798330.62803738,-6.455214918487193
1264,25,354580.0,材料1,三角波,0.010739911,11979.42965,11476.225626415917,-4.20056745843558
1265,25,354590.0,材料1,三角波,0.012103519,15422.80272,15032.664879809836,-2.529617004594375
1266,25,354590.0,材料1,三角波,0.013661934,19791.73715,19706.98707808484,-0.42820936471036974
1267,25,354590.0,材料1,三角波,0.015293801,25299.31928,24830.472017513253,-1.8532010972223532
1268,25,354590.0,材料1,三角波,0.017092489,31850.47355,32900.35420092538,3.2962795648147623
1269,25,354580.0,材料1,三角波,0.019214447,40620.83611,40713.307927326576,0.227646267733555
1270,25,354580.0,材料1,三角波,0.021375339,51709.13352,50570.3006021356,-2.202382519954485
1271,25,354590.0,材料1,三角波,0.0238872389999999,65261.65609,62693.82900443319,-3.934664302765488
1272,25,354590.0,材料1,三角波,0.0270311925,84492.53484,88218.98408747725,4.410388745625727
1273,25,354590.0,材料1,三角波,0.0301483425,107426.4295,109025.91287152415,1.4889104841040584
1274,25,354590.0,材料1,三角波,0.0338332845,137756.4553,132528.756667382,-3.7948846906907927
1275,25,354590.0,材料1,三角波,0.0381553015,178332.4496,178608.15955678374,0.15460448022901105
1276,25,354590.0,材料1,三角波,0.0423248274999999,226139.984,242627.01518670455,7.290630739013651
1277,25,354590.0,材料1,三角波,0.0475765505,287804.4944,302805.04504121596,5.212062679037833
1278,25,354590.0,材料1,三角波,0.053646837,374001.5855,351858.3997389598,-5.920612804739084
1279,25,354590.0,材料1,三角波,0.0601970135,482916.0795,483062.9350706859,0.030410163777935116
1280,25,354590.0,材料1,三角波,0.067439323,622421.6696,618717.4345353639,-0.5951327284309738
1281,25,354590.0,材料1,三角波,0.0756834815,808512.7607,776374.1646586925,-3.975026444045515
1282,25,396800.0,材料1,三角波,0.012606417,20823.73168,20438.558574929943,-1.8496833852310675
1283,25,396800.0,材料1,三角波,0.014129064,26430.84279,25737.832903382547,-2.6219742295907777
1284,25,396800.0,材料1,三角波,0.0157701315,33106.50351,31188.262181133472,-5.794152584814989
1285,25,396800.0,材料1,三角波,0.017811342,42765.9572,45123.577021995814,5.512842401656374
1286,25,396800.0,材料1,三角波,0.019780045,54157.24339,57877.01025975947,6.868456806363799
1287,25,396800.0,材料1,三角波,0.0220895185,67913.24024,64113.92524543895,-5.594365665862167
1288,25,396800.0,材料1,三角波,0.0249519174999999,87832.67968,83564.5252877159,-4.859414978381891
1289,25,396800.0,材料1,三角波,0.0278425015,111566.6792,110002.97282424496,-1.4015890649141372
1290,25,396800.0,材料1,三角波,0.035163463,183078.6761,188845.0416041986,3.14966528436601
1291,25,396800.0,材料1,三角波,0.039055532,232622.2601,223907.74049964815,-3.7462105288658334
1292,25,396800.0,材料1,三角波,0.0439163895,297754.7291,317258.2239086897,6.550188091937745
1293,25,396800.0,材料1,三角波,0.0494195444999999,382391.3582,380374.2339705416,-0.5275025667299177
1294,25,396800.0,材料1,三角波,0.055499778,492775.9921,475816.1423061618,-3.4416956316322467
1295,25,396790.0,材料1,三角波,0.0622386025,633806.2778,694965.4162151228,9.649500258566663
1296,25,446400.0,材料1,三角波,0.0106171769999999,20175.60805,19027.09356458602,-5.692589202603884
1297,25,446410.0,材料1,三角波,0.0119597295,25735.80589,25224.881413392686,-1.9852670586307155
1298,25,446410.0,材料1,三角波,0.0132962335,31984.25798,31508.679355863023,-1.48691467044306
1299,25,446410.0,材料1,三角波,0.0149896175,40756.62715,42915.13326215045,5.296086214902716
1300,25,446410.0,材料1,三角波,0.0166504315,51314.63064,51218.53952305006,-0.1872587130638752
1301,25,446410.0,材料1,三角波,0.018695949,65316.5271,73543.99826005756,12.59630835463933
1302,25,446410.0,材料1,三角波,0.021194558,85181.4251,83967.3249044936,-1.42531096900655
1303,25,446400.0,材料1,三角波,0.023590022,107135.0688,109980.76002248292,2.656171554615111
1304,25,446410.0,材料1,三角波,0.026503387,136699.7343,139503.39230091806,2.050960826862446
1305,25,446400.0,材料1,三角波,0.0298527135,175226.174,174527.24336306812,-0.3988734222616081
1306,25,446410.0,材料1,三角波,0.0330965745,220469.0579,228088.61917883047,3.4560683260535017
1307,25,446410.0,材料1,三角波,0.0372861355,282815.6327,289386.69642594404,2.323444310065547
1308,25,446410.0,材料1,三角波,0.0419983815,361585.1559,321082.78880206693,-11.201335684569532
1309,25,446410.0,材料1,三角波,0.0470810015,462955.5988,483133.53004269215,4.358502477342147
1310,25,446410.0,材料1,三角波,0.0590832625,762006.7051,713941.5143619485,-6.307712309663185
1311,25,56180.0,材料1,三角波,0.0600685515,15191.42341,15464.053519187612,1.7946317591816245
1312,25,56180.0,材料1,三角波,0.0679574964999999,20265.75617,19520.831265407844,-3.675781443057582
1313,25,56180.0,材料1,三角波,0.0776306029999999,27863.55581,28015.747567815903,0.5462036462743228
1314,25,56180.0,材料1,三角波,0.1082558285,60186.66077,59821.00887027768,-0.607529799866524
1315,25,56180.0,材料1,三角波,0.1373367655,104361.2985,99736.66251606095,-4.431370680903371
1316,25,56180.0,材料1,三角波,0.1550946465,138577.1111,139896.55391817287,0.9521361844675215
1317,25,56180.0,材料1,三角波,0.174743218,182400.2888,191955.33811259185,5.238505583216951
1318,25,56180.0,材料1,三角波,0.1942494954999999,234166.756,222473.59384486137,-4.993519300040447
1319,25,56180.0,材料1,三角波,0.218497306,307399.1091,309933.53010300454,0.8244724620135655
1320,25,56180.0,材料1,三角波,0.2456297765,399958.8578,390473.7358677515,-2.371524407390816
1321,25,56180.0,材料1,三角波,0.272651525,516526.3052,516906.2565439944,0.07355895337165744
1322,25,70800.0,材料1,三角波,0.047765346,11757.52839,10851.896349573592,-7.702571581257376
1323,25,70800.0,材料1,三角波,0.0540713929999999,15756.9192,15961.988489863114,1.3014554892374723
1324,25,70800.0,材料1,三角波,0.061786792,21192.92817,23512.656009997892,10.945763706601065
1325,25,70800.0,材料1,三角波,0.069658113,28363.3543,29289.15173464228,3.2640618766387646
1326,25,70800.0,材料1,三角波,0.0769780905,36201.93771,38440.76576871808,6.184276865654232
1327,25,70800.0,材料1,三角波,0.0862825405,47042.41627,46568.40935674736,-1.0076160002753203
1328,25,70800.0,材料1,三角波,0.0971665415,62195.87017,63840.6775518557,2.644560446473282
1329,25,70800.0,材料1,三角波,0.1093775234999999,82415.34885,83965.51738890822,1.8809221346980038
1330,25,70800.0,材料1,三角波,0.1233704675,108854.8593,109655.67802949034,0.7356756828680658
1331,25,70800.0,材料1,三角波,0.1389227535,143589.4744,152778.23262192283,6.399325758603669
1332,25,70800.0,材料1,三角波,0.154213475,183563.7669,175836.39447532184,-4.2096392742298585
1333,25,70800.0,材料1,三角波,0.1736185204999999,240938.2972,232161.40977150103,-3.642794661744199
1334,25,70800.0,材料1,三角波,0.195321022,316780.7102,303567.1821881225,-4.171190854245865
1335,25,70790.0,材料1,三角波,0.2168704974999999,408291.5973,425546.68956911104,4.226168841881042
1336,25,70810.0,材料1,三角波,0.2445249725,535420.6482,525817.2895542324,-1.7936100667863017
1337,25,70800.0,材料1,三角波,0.2743093835,696924.3541,728680.0754344963,4.556552106075451
1338,25,79440.0,材料1,三角波,0.042596995,10118.78421,9478.506201622868,-6.327617973554278
