split,eventid,gname
validation_unseen_organizations,201505240085,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505240086,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505250011,Taliban
validation_unseen_organizations,201505250046,Taliban
validation_unseen_organizations,201505250047,Taliban
validation_unseen_organizations,201505250050,Taliban
validation_unseen_organizations,201505250117,Taliban
validation_unseen_organizations,201505250118,Taliban
validation_unseen_organizations,201505250119,Taliban
validation_unseen_organizations,201505260007,Taliban
validation_unseen_organizations,201505260008,Taliban
validation_unseen_organizations,201505260012,Taliban
validation_unseen_organizations,201505260022,Taliban
validation_unseen_organizations,201505260075,Taliban
validation_unseen_organizations,201505260077,Taliban
validation_unseen_organizations,201505270038,Taliban
validation_unseen_organizations,201505270086,Taliban
validation_unseen_organizations,201505280080,Taliban
validation_unseen_organizations,201505280093,Taliban
validation_unseen_organizations,201505290001,Najd Province of the Islamic State
validation_unseen_organizations,201505290005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505290006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505290065,Taliban
validation_unseen_organizations,201505290067,Taliban
validation_unseen_organizations,201505290082,Taliban
validation_unseen_organizations,201505290083,Taliban
validation_unseen_organizations,201505290084,Taliban
validation_unseen_organizations,201505300056,Taliban
validation_unseen_organizations,201505300057,Taliban
validation_unseen_organizations,201505300084,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505300085,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505300086,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201505310001,Taliban
validation_unseen_organizations,201505310015,Tripoli Province of the Islamic State
validation_unseen_organizations,201505310060,Taliban
validation_unseen_organizations,201506010003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506010008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506010090,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506020021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506020045,Taliban
validation_unseen_organizations,201506020048,Taliban
validation_unseen_organizations,201506020051,Taliban
validation_unseen_organizations,201506020055,Taliban
validation_unseen_organizations,201506020056,Taliban
validation_unseen_organizations,201506030082,Taliban
validation_unseen_organizations,201506030083,Taliban
validation_unseen_organizations,201506030084,Taliban
validation_unseen_organizations,201506030086,Taliban
validation_unseen_organizations,201506030087,Taliban
validation_unseen_organizations,201506030101,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506040001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506040003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506040029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506040031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506050008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506050026,Taliban
validation_unseen_organizations,201506050027,Taliban
validation_unseen_organizations,201506060001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506060007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506060013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506060014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506060034,Baloch Republican Army (BRA)
validation_unseen_organizations,201506060056,Taliban
validation_unseen_organizations,201506070025,Taliban
validation_unseen_organizations,201506070030,Taliban
validation_unseen_organizations,201506070031,Taliban
validation_unseen_organizations,201506070032,Taliban
validation_unseen_organizations,201506070033,Taliban
validation_unseen_organizations,201506070034,Taliban
validation_unseen_organizations,201506070035,Taliban
validation_unseen_organizations,201506070036,Taliban
validation_unseen_organizations,201506070089,Taliban
validation_unseen_organizations,201506070090,Taliban
validation_unseen_organizations,201506070091,Taliban
validation_unseen_organizations,201506070092,Taliban
validation_unseen_organizations,201506070093,Taliban
validation_unseen_organizations,201506080003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506080010,Tripoli Province of the Islamic State
validation_unseen_organizations,201506080023,Taliban
validation_unseen_organizations,201506080062,Taliban
validation_unseen_organizations,201506090003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506090030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506090071,Tripoli Province of the Islamic State
validation_unseen_organizations,201506090088,Taliban
validation_unseen_organizations,201506090089,Taliban
validation_unseen_organizations,201506100001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506100017,Taliban
validation_unseen_organizations,201506110024,Taliban
validation_unseen_organizations,201506110026,Taliban
validation_unseen_organizations,201506120003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506130005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506130035,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506130036,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506130039,Taliban
validation_unseen_organizations,201506130041,Taliban
validation_unseen_organizations,201506130054,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506130088,Taliban
validation_unseen_organizations,201506140002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506140011,Baloch Republican Army (BRA)
validation_unseen_organizations,201506150023,Taliban
validation_unseen_organizations,201506150045,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506150073,Taliban
validation_unseen_organizations,201506160018,Baloch Republican Army (BRA)
validation_unseen_organizations,201506160019,Baloch Republican Army (BRA)
validation_unseen_organizations,201506160024,Taliban
validation_unseen_organizations,201506160025,Taliban
validation_unseen_organizations,201506160026,Taliban
validation_unseen_organizations,201506160027,Taliban
validation_unseen_organizations,201506160102,Taliban
validation_unseen_organizations,201506170043,Taliban
validation_unseen_organizations,201506170044,Taliban
validation_unseen_organizations,201506170079,Taliban
validation_unseen_organizations,201506170080,Taliban
validation_unseen_organizations,201506180021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506180022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506180023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506180087,National Democratic Front of Bodoland (NDFB)
validation_unseen_organizations,201506190007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506190062,Taliban
validation_unseen_organizations,201506200002,Taliban
validation_unseen_organizations,201506200026,Taliban
validation_unseen_organizations,201506210009,Taliban
validation_unseen_organizations,201506210017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506220029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506220030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506230004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506230023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506230024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506230025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506230049,Taliban
validation_unseen_organizations,201506230060,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506240002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506240004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506240008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506240009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506240025,Taliban
validation_unseen_organizations,201506250004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506250031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506250052,Taliban
validation_unseen_organizations,201506250053,Taliban
validation_unseen_organizations,201506250057,Taliban
validation_unseen_organizations,201506250068,Taliban
validation_unseen_organizations,201506250069,Taliban
validation_unseen_organizations,201506260001,Najd Province of the Islamic State
validation_unseen_organizations,201506260009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506260034,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506260039,Taliban
validation_unseen_organizations,201506270003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506270031,Taliban
validation_unseen_organizations,201506280059,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506280060,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506280061,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506280062,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506290004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506290021,Baloch Republican Army (BRA)
validation_unseen_organizations,201506290062,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201506300011,Taliban
validation_unseen_organizations,201506300012,Taliban
validation_unseen_organizations,201506300088,Taliban
validation_unseen_organizations,201507010002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201507020004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201507020006,Taliban
validation_unseen_organizations,201507020007,Taliban
validation_unseen_organizations,201507020008,Taliban
validation_unseen_organizations,201507020009,Taliban
