维度,类别,年份,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率,年度事件占比
归属记录,Paraguayan People's Army (EPP),2016,11,4.597901632599944,0.41799105750908583,1,11,11,9.0,11,0.0,0.09090909090909091,1.0,1.0,0.0008095974092882902
归属记录,Paraguayan People's Army (EPP),2017,9,3.874004440959811,0.43044493788442345,0,9,9,4.0,9,0.0,0.0,1.0,1.0,0.0008256880733944954
归属记录,Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh,2016,1,0.1329115485941461,0.1329115485941461,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh,2017,1,0.2992700689497388,0.2992700689497388,0,1,1,1.0,1,2.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Partido Marxista-Leninista ng Pilipinas (PMLP),2016,1,0.246040291223668,0.246040291223668,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Patria Grande Ejercito del Pueblo,2017,1,0.274065152447932,0.274065152447932,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Patriotic Europeans against the Islamization of the West (PEGIDA),2015,1,0.2228465415191919,0.2228465415191919,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Patriotic Europeans against the Islamization of the West (PEGIDA),2016,2,1.5278161673024266,0.7639080836512133,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.0001471995289615073
归属记录,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),2015,2,0.9933170276410401,0.49665851382052006,1,2,1,19.0,1,20.0,0.5,1.0,0.5,0.00013364517206815904
归属记录,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),2016,1,0.2216706956989532,0.2216706956989532,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),2017,8,4.865991321091834,0.6082489151364793,1,7,7,7.0,7,9.0,0.125,0.875,0.875,0.0007339449541284404
归属记录,Patriotic Resistance Front in Ituri (FRPI),2015,14,8.560257254376118,0.6114469467411513,7,14,14,2.0,13,22.0,0.5,1.0,1.0,0.0009355162044771133
归属记录,Patriotic Resistance Front in Ituri (FRPI),2016,15,7.977864286356064,0.5318576190904042,1,13,11,4.0,15,14.0,0.06666666666666667,0.8666666666666667,0.7333333333333333,0.001103996467211305
归属记录,Patriotic Resistance Front in Ituri (FRPI),2017,7,4.193643404326438,0.5990919149037769,5,7,6,4.0,6,3.0,0.7142857142857143,1.0,0.8571428571428571,0.0006422018348623853
归属记录,Pattani United Liberation Organization (PULO),2015,15,9.089941670932836,0.6059961113955225,10,15,15,0.0,15,0.0,0.6666666666666666,1.0,1.0,0.0010023387905111927
归属记录,Pattani United Liberation Organization (PULO),2016,1,0.2056446748533366,0.2056446748533366,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Peace at Home Council,2016,20,8.951515475140777,0.44757577375703883,4,19,20,77.0,18,13.0,0.2,0.95,1.0,0.0014719952896150733
归属记录,People's Defense Unit (Turkey),2015,1,0.7414408774956549,0.7414408774956549,1,1,1,1.0,1,3.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,People's Democratic Party (PDP),2016,1,0.7228745150490938,0.7228745150490938,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,People's Liberation Army (India),2015,17,5.728485484013415,0.3369697343537303,2,17,17,8.0,16,6.0,0.11764705882352941,1.0,1.0,0.0011359839625793519
归属记录,People's Liberation Army (India),2016,3,1.2654130283551037,0.4218043427850346,1,3,3,0.0,3,3.0,0.3333333333333333,1.0,1.0,0.00022079929344226098
归属记录,People's Liberation Army (India),2017,8,3.419735519819747,0.4274669399774684,1,8,8,11.0,7,20.0,0.125,1.0,1.0,0.0007339449541284404
归属记录,People's Liberation Front of India,2015,5,3.1750267934926857,0.6350053586985371,4,5,5,0.0,5,1.0,0.8,1.0,1.0,0.0003341129301703976
归属记录,People's Liberation Front of India,2016,12,5.778392397379447,0.48153269978162055,3,12,12,21.0,11,8.0,0.25,1.0,1.0,0.0008831971737690439
归属记录,People's Liberation Front of India,2017,12,6.29970773852568,0.52497564487714,2,12,12,7.0,10,2.0,0.16666666666666666,1.0,1.0,0.0011009174311926607
归属记录,People's Protection Units (YPG),2016,2,0.6524339712223816,0.3262169856111908,0,2,0,,0,,0.0,1.0,0.0,0.0001471995289615073
归属记录,People's Protection Units (YPG),2017,2,0.6088495122826184,0.3044247561413092,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,People's Revolutionary Movement (MRP),2017,2,1.4765670616075166,0.7382835308037583,2,2,2,3.0,2,17.0,1.0,1.0,1.0,0.0001834862385321101
归属记录,People's Revolutionary Party of Kangleipak (PREPAK),2016,6,2.567980917610492,0.4279968196017487,2,6,6,2.0,6,1.0,0.3333333333333333,1.0,1.0,0.00044159858688452196
归属记录,People's Revolutionary Party of Kangleipak (PREPAK),2017,3,1.8870056095835794,0.6290018698611931,1,3,3,0.0,3,6.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),2015,4,1.6541866151111708,0.4135466537777927,1,4,4,0.0,4,6.0,0.25,1.0,1.0,0.00026729034413631807
归属记录,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),2016,1,0.7447069031094096,0.7447069031094096,1,1,1,0.0,1,1.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Peoples' United Revolutionary Movement (HBDH),2016,1,0.3792579729254507,0.3792579729254507,0,1,1,1.0,1,2.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Pokot extremists,2017,1,0.3131225650773268,0.3131225650773268,0,1,1,0.0,1,2.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Popular Front for the Liberation of Palestine (PFLP),2015,2,1.128634451791625,0.5643172258958125,0,2,2,1.0,2,3.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Popular Front for the Liberation of Palestine (PFLP),2016,1,0.7626620313372772,0.7626620313372772,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Popular Front for the Liberation of Palestine (PFLP),2017,2,0.7511240627968494,0.3755620313984247,0,2,2,4.0,2,4.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Popular Front for the Renaissance of the Central African Republic (FPRC),2016,2,0.9347334208997293,0.46736671044986466,1,2,2,85.0,2,76.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Popular Front for the Renaissance of the Central African Republic (FPRC),2017,4,1.568567532080519,0.39214188302012976,1,4,4,43.0,4,47.0,0.25,1.0,1.0,0.0003669724770642202
归属记录,Popular Liberation Army (EPL),2016,4,1.2680450385049162,0.31701125962622906,0,4,4,6.0,4,5.0,0.0,1.0,1.0,0.0002943990579230146
归属记录,Popular Liberation Army (EPL),2017,9,2.6426586975995074,0.29362874417772306,1,9,9,2.0,9,2.0,0.1111111111111111,1.0,1.0,0.0008256880733944954
归属记录,Popular Mobilization Forces (Iraq),2016,4,2.6981445068670724,0.6745361267167681,3,4,3,0.0,3,0.0,0.75,1.0,0.75,0.0002943990579230146
归属记录,Popular Resistance Committees,2017,2,0.4432062978904632,0.2216031489452316,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Popular Resistance Committees (Yemen),2015,22,8.54400477421851,0.38836385337356866,1,22,18,99.0,13,42.0,0.045454545454545456,1.0,0.8181818181818182,0.0014700968927497495
归属记录,Popular Resistance Committees (Yemen),2016,3,1.8174140399434984,0.6058046799811662,2,3,3,2.0,3,4.0,0.6666666666666666,1.0,1.0,0.00022079929344226098
归属记录,Popular Resistance Movement (Egypt),2015,14,8.21143649060398,0.5865311779002843,5,14,14,4.0,14,15.0,0.35714285714285715,1.0,1.0,0.0009355162044771133
归属记录,Pragatishil Tarai Mukti Morcha,2017,1,0.7431289683832896,0.7431289683832896,1,1,1,0.0,1,4.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Pro Hartal Activists,2015,89,44.81477726149807,0.5035368231628997,30,89,89,5.0,89,152.0,0.33707865168539325,1.0,1.0,0.005947210157033077
归属记录,Pro-Government extremists,2017,5,1.4946560806646332,0.2989312161329266,0,5,5,4.0,5,0.0,0.0,1.0,1.0,0.00045871559633027525
归属记录,Pro-LGBT Rights extremists,2017,1,0.6747862488890367,0.6747862488890367,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Pro-Russia Militia,2015,4,2.2038149638930324,0.5509537409732581,2,3,3,0.0,3,13.0,0.5,0.75,0.75,0.00026729034413631807
归属记录,Pro-Russia Militia,2016,1,0.7242152399520746,0.7242152399520746,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Pro-Russia Militia,2017,4,2.3391072925669656,0.5847768231417414,2,4,4,2.0,4,2.0,0.5,1.0,1.0,0.0003669724770642202
归属记录,Provisional National Government of Vietnam,2017,2,0.8047913239031184,0.4023956619515592,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Puratchi Puligal,2015,1,0.6875862746394845,0.6875862746394845,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Qaddafi loyalists,2015,1,0.2234921266597678,0.2234921266597678,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Qaddafi loyalists,2016,1,0.2920962322707269,0.2920962322707269,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Quit Kashmir Movement (QKM),2017,1,0.3363305322947117,0.3363305322947117,0,1,1,0.0,1,2.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Raia Mutomboki Militia,2015,1,0.2683668642158579,0.2683668642158579,0,1,1,1.0,0,,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Raia Mutomboki Militia,2016,3,1.610948215747698,0.536982738582566,1,3,2,9.0,2,2.0,0.3333333333333333,1.0,0.6666666666666666,0.00022079929344226098
归属记录,Raia Mutomboki Militia,2017,6,2.4104217313294196,0.40173695522156994,1,6,5,15.0,5,7.0,0.16666666666666666,1.0,0.8333333333333334,0.0005504587155963303
归属记录,Rajput extremists,2017,1,0.7202529009844011,0.7202529009844011,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Ramiro Ledesma Social Centre,2015,1,0.6527510989413768,0.6527510989413768,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Ramiro Ledesma Social Centre,2016,1,0.6623260788130056,0.6623260788130056,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Rashtriya Swayamsevak Sangh,2015,4,1.9653938338410195,0.4913484584602549,1,4,4,1.0,4,1.0,0.25,1.0,1.0,0.00026729034413631807
归属记录,Red Egbesu Water Lions,2016,1,0.778758963494818,0.778758963494818,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Red Scorpion,2016,1,0.778758963494818,0.778758963494818,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Republican Forces of Burundi (FOREBU),2016,1,0.2755331054294608,0.2755331054294608,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,"Return, Reclamation, Rehabilitation (3R)",2016,1,0.1571266686770776,0.1571266686770776,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,"Return, Reclamation, Rehabilitation (3R)",2017,1,0.7568459296814327,0.7568459296814327,1,1,1,20.0,1,24.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Revenge Movement,2015,1,0.6783165279017713,0.6783165279017713,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Revolution's Brigade,2016,2,0.9501042564255483,0.47505212821277415,0,2,2,4.0,2,6.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Revolution's Brigade,2017,1,0.6624066199354395,0.6624066199354395,0,1,1,2.0,1,14.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Revolutionaries Army (Jaysh al-Thowwar),2015,1,0.4973028818694186,0.4973028818694186,0,1,1,20.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Revolutionary Armed Forces of Colombia (FARC),2015,78,40.75646996844301,0.5225188457492693,26,78,78,48.0,78,76.0,0.3333333333333333,1.0,1.0,0.005212161710658202
归属记录,Revolutionary Armed Forces of Colombia (FARC),2016,11,3.190767847542608,0.29006980432205526,1,11,11,6.0,11,10.0,0.09090909090909091,1.0,1.0,0.0008095974092882902
归属记录,Revolutionary Armed Forces of Colombia (FARC) dissidents,2017,20,7.931273737994444,0.3965636868997222,3,20,20,14.0,20,22.0,0.15,1.0,1.0,0.001834862385321101
归属记录,Revolutionary Army,2015,1,0.2597268405486029,0.2597268405486029,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Revolutionary Cells Network (SRN),2015,3,2.026160622392509,0.6753868741308363,0,3,3,0.0,3,0.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Revolutionary Communist Centre (RCC),2016,1,0.7203051019070611,0.7203051019070611,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Revolutionary Movement for National Salvation (REMNASA),2015,3,1.3546012371118716,0.4515337457039572,0,3,2,6.0,2,0.0,0.0,1.0,0.6666666666666666,0.00020046775810223855
归属记录,Revolutionary Punishment Movement,2015,11,4.736603563929394,0.43060032399358134,3,11,11,6.0,11,17.0,0.2727272727272727,1.0,1.0,0.0007350484463748748
归属记录,Revolutionary Struggle,2015,1,0.7181668413008214,0.7181668413008214,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Right Sector,2015,1,0.6873183839598224,0.6873183839598224,0,1,1,7.0,1,14.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Right-Wing Paramilitaries,2017,3,0.8140318973266384,0.27134396577554615,0,3,3,3.0,3,0.0,0.0,1.0,1.0,0.00027522935779816516
归属记录,Right-wing extremists,2015,8,3.80565133811681,0.4757064172646012,0,8,8,0.0,8,1.0,0.0,1.0,1.0,0.0005345806882726361
归属记录,Right-wing extremists,2016,6,3.2301484028837546,0.5383580671472924,0,6,6,10.0,6,31.0,0.0,1.0,1.0,0.00044159858688452196
归属记录,Right-wing extremists,2017,4,2.3900041013802378,0.5975010253450594,1,4,4,6.0,4,22.0,0.25,1.0,1.0,0.0003669724770642202
归属记录,Rohingya extremists,2016,16,9.639826060409437,0.6024891287755898,10,16,16,11.0,15,0.0,0.625,1.0,1.0,0.0011775962316920585
归属记录,Rohingya extremists,2017,4,1.6025140650762426,0.40062851626906065,0,4,4,12.0,4,8.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Rubicon (Rouvikonas),2015,2,1.3336553471847172,0.6668276735923586,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Rubicon (Rouvikonas),2017,4,0.9673461600577071,0.24183654001442678,0,4,4,0.0,4,0.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Rugovasit Group,2016,2,0.8712455434199181,0.43562277170995906,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Runda Kumpulan Kecil (RKK),2015,59,25.733395833625305,0.43615925141737805,13,59,59,5.0,59,52.0,0.22033898305084745,1.0,1.0,0.003942532576010692
归属记录,Runda Kumpulan Kecil (RKK),2016,28,14.791093316904078,0.5282533327465743,14,28,28,15.0,28,67.0,0.5,1.0,1.0,0.0020607934054611026
归属记录,Runda Kumpulan Kecil (RKK),2017,4,1.6449616968752703,0.41124042421881757,1,4,4,0.0,4,13.0,0.25,1.0,1.0,0.0003669724770642202
归属记录,Sabaot Land Defense Force (SLDF),2017,2,0.882596934508141,0.4412984672540705,0,2,2,8.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Sanaa Province of the Islamic State,2015,29,19.40672099496157,0.66919727568833,19,29,29,304.0,28,679.0,0.6551724137931034,1.0,1.0,0.001937854994988306
归属记录,Sanaa Province of the Islamic State,2016,1,0.2627594114988242,0.2627594114988242,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Sanatan Sanstha,2015,1,0.3012260465352744,0.3012260465352744,0,1,1,1.0,1,1.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Saraya Waad Allah,2015,1,0.6119918134440281,0.6119918134440281,0,1,1,2.0,1,6.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Saraya Waad Allah,2017,2,1.2030730244480319,0.6015365122240159,1,2,2,1.0,2,14.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Sasna Tsrer,2016,1,0.7845555537398173,0.7845555537398173,1,1,1,6.0,1,1.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Seleka,2015,9,4.0525069695112,0.45027855216791113,1,9,8,49.0,6,34.0,0.1111111111111111,1.0,0.8888888888888888,0.0006014032743067157
归属记录,Seleka,2016,2,1.4783387489495095,0.7391693744747547,2,2,2,20.0,2,10.0,1.0,1.0,1.0,0.0001471995289615073
归属记录,Self-Defense Group of Imghad Tuaregs and Allies (GATIA),2015,3,1.2644110945274574,0.4214703648424858,0,3,2,21.0,1,0.0,0.0,1.0,0.6666666666666666,0.00020046775810223855
归属记录,Separatists,2015,53,28.400277094194273,0.5358542847961184,19,52,51,30.0,51,89.0,0.3584905660377358,0.9811320754716981,0.9622641509433962,0.0035415970598062143
归属记录,Separatists,2016,49,23.729092741965264,0.48426719881561764,16,49,47,91.0,45,49.0,0.32653061224489793,1.0,0.9591836734693877,0.0036063884595569293
归属记录,Separatists,2017,18,9.918643064658655,0.5510357258143697,8,18,17,36.0,16,41.0,0.4444444444444444,1.0,0.9444444444444444,0.0016513761467889909
归属记录,Shabwah Province of the Islamic State,2015,1,0.5180923368006441,0.5180923368006441,0,1,1,14.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Shamil Group,2016,1,0.6889121037424673,0.6889121037424673,0,1,1,0.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Shamiya Front,2015,1,0.7837730241177231,0.7837730241177231,1,1,1,10.0,1,25.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Shamiya Front,2016,7,2.448154068322769,0.34973629547468127,1,7,6,3.0,6,11.0,0.14285714285714285,1.0,0.8571428571428571,0.0005151983513652757
归属记录,Shan State Army - North (SSA-N),2015,3,1.8513414358318494,0.6171138119439498,1,3,1,0.0,1,4.0,0.3333333333333333,1.0,0.3333333333333333,0.00020046775810223855
归属记录,Sheikh Omar Hadid Brigade,2015,4,1.4446669760549957,0.36116674401374893,1,4,4,0.0,4,0.0,0.25,1.0,1.0,0.00026729034413631807
归属记录,Shia Muslim extremists,2016,1,0.72322880222419,0.72322880222419,1,1,1,4.0,1,4.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Shia Muslim extremists,2017,2,0.5315926430663798,0.2657963215331899,0,2,1,2.0,1,0.0,0.0,1.0,0.5,0.0001834862385321101
归属记录,Shining Path (SL),2015,6,1.475100434290106,0.24585007238168433,0,6,6,3.0,6,2.0,0.0,1.0,1.0,0.0004009355162044771
归属记录,Shining Path (SL),2016,2,1.03514532317185,0.517572661585925,1,2,2,10.0,2,7.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Shining Path (SL),2017,4,1.1360569747350924,0.2840142436837731,0,4,3,3.0,3,3.0,0.0,1.0,0.75,0.0003669724770642202
归属记录,Shuar extremists,2016,2,1.2524574811623133,0.6262287405811566,1,2,2,1.0,2,14.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Shuar extremists,2017,1,0.1910658507219499,0.1910658507219499,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Shura Council of Ajdabiya Revolutionaries,2015,3,0.9459502532795445,0.3153167510931815,0,3,3,4.0,3,0.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Shura Council of Benghazi Revolutionaries,2015,9,4.676018978359098,0.519557664262122,4,9,8,17.0,7,34.0,0.4444444444444444,1.0,0.8888888888888888,0.0006014032743067157
归属记录,Shura Council of Benghazi Revolutionaries,2016,3,1.3426585052097924,0.44755283506993077,1,3,2,23.0,2,20.0,0.3333333333333333,1.0,0.6666666666666666,0.00022079929344226098
归属记录,Shura Council of Benghazi Revolutionaries,2017,2,1.5905625005632997,0.7952812502816499,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.0001834862385321101
归属记录,Shura Council of Mujahideen in Derna,2015,2,0.9167888698252828,0.4583944349126414,0,2,2,39.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Shura Council of Mujahideen in Derna,2016,5,1.7934360820709299,0.358687216414186,1,5,4,4.0,5,2.0,0.2,1.0,0.8,0.0003679988224037683
归属记录,Shura Council of Mujahideen in Derna,2017,8,2.3828038630756816,0.2978504828844602,0,8,6,7.0,5,4.0,0.0,1.0,0.75,0.0007339449541284404
归属记录,Shutdown G20: Take Hamburg offline!,2017,10,7.124752651113378,0.7124752651113379,0,10,10,0.0,10,0.0,0.0,1.0,1.0,0.0009174311926605505
归属记录,Sikh Extremists,2017,1,0.2656877872419335,0.2656877872419335,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Sinai Province of the Islamic State,2015,164,82.28226919606631,0.5017211536345507,48,164,161,626.0,158,549.0,0.2926829268292683,1.0,0.9817073170731707,0.010958904109589041
归属记录,Sinai Province of the Islamic State,2016,145,68.62263100602834,0.4732595241795058,47,145,136,338.0,135,268.0,0.32413793103448274,1.0,0.9379310344827586,0.01067196584970928
归属记录,Sinai Province of the Islamic State,2017,117,60.41122867220472,0.5163352877966215,42,117,112,636.0,108,326.0,0.358974358974359,1.0,0.9572649572649573,0.01073394495412844
归属记录,Sindh Revolutionary Army,2016,1,0.7447069031094096,0.7447069031094096,1,1,1,0.0,1,1.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Sindhu Desh Liberation Army (SDLA),2015,1,0.7829217594901897,0.7829217594901897,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Sindhu Desh Liberation Army (SDLA),2016,3,2.1151458701631665,0.7050486233877221,2,3,3,1.0,3,16.0,0.6666666666666666,1.0,1.0,0.00022079929344226098
归属记录,Sindhu Desh Liberation Army (SDLA),2017,1,0.7460577580440985,0.7460577580440985,1,1,1,0.0,1,8.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Sindhudesh Revolutionary Army (SRA),2015,1,0.7744445219344844,0.7744445219344844,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Sindhudesh Revolutionary Army (SRA),2016,1,0.7460602440206412,0.7460602440206412,1,1,1,0.0,1,3.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Sindhudesh Revolutionary Army (SRA),2017,1,0.2478049841432889,0.2478049841432889,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Sinhale Jathika Balamuluwa,2017,1,0.685097474603812,0.685097474603812,0,1,1,0.0,0,,0.0,1.0,1.0,9.174311926605505e-05
归属记录,South East Antrim Brigade,2016,1,0.1364869675070794,0.1364869675070794,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,South East Antrim Brigade,2017,1,0.6772299965378106,0.6772299965378106,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,South Group (Russia),2016,1,0.6643592250347968,0.6643592250347968,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,South Sudan Armed Forces (SSAF),2015,1,0.1923913707823858,0.1923913707823858,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,South Sudan Democratic Army,2015,1,0.2992646547997166,0.2992646547997166,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,South Sudanese extremists,2017,1,0.2410727364130841,0.2410727364130841,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Southern Front,2015,12,4.983119101809515,0.4152599251507929,2,12,3,42.0,2,31.0,0.16666666666666666,1.0,0.25,0.0008018710324089542
归属记录,Southern Front,2016,14,4.260529091119153,0.3043235065085109,1,14,13,0.0,13,0.0,0.07142857142857142,1.0,0.9285714285714286,0.0010303967027305513
归属记录,Southern Front,2017,1,0.2601111664659678,0.2601111664659678,0,1,0,,0,,0.0,1.0,0.0,9.174311926605505e-05
归属记录,Southern Mobility Movement (Yemen),2015,7,2.699846996560457,0.38569242808006526,0,7,7,46.0,5,8.0,0.0,1.0,1.0,0.0004677581022385566
归属记录,Sovereign Citizen,2015,1,0.3814331964793588,0.3814331964793588,0,1,1,0.0,1,5.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Students Islamic Movement of India (SIMI),2015,3,1.1907279822806995,0.3969093274268998,0,3,3,0.0,3,2.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Students Islamic Movement of India (SIMI),2016,1,0.7502512032077672,0.7502512032077672,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Sudan Liberation Army-Minni Minawi (SLA-MM),2015,1,0.6960481716454088,0.6960481716454088,0,1,1,0.0,1,40.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Sudan Liberation Army-Minni Minawi (SLA-MM),2017,2,0.5316126442888423,0.2658063221444211,0,2,0,,0,,0.0,1.0,0.0,0.0001834862385321101
归属记录,Sudan Liberation Movement,2015,2,1.46590667444332,0.73295333722166,2,2,0,,1,1.0,1.0,1.0,0.0,0.00013364517206815904
归属记录,Sudan Liberation Movement,2016,3,1.4407482935584524,0.48024943118615077,1,3,3,5.0,2,2.0,0.3333333333333333,1.0,1.0,0.00022079929344226098
归属记录,Sudan Liberation Movement,2017,2,1.5077292825389566,0.7538646412694783,2,2,2,17.0,2,60.0,1.0,1.0,1.0,0.0001834862385321101
归属记录,Sudan People's Liberation Movement - North,2015,21,11.437376088397794,0.5446369565903711,10,21,20,110.0,21,128.0,0.47619047619047616,1.0,0.9523809523809523,0.00140327430671567
归属记录,Sudan People's Liberation Movement - North,2016,6,2.39220746392642,0.39870124398773665,2,6,5,72.0,4,2.0,0.3333333333333333,1.0,0.8333333333333334,0.00044159858688452196
归属记录,Sudan People's Liberation Movement - North,2017,1,0.4896497628682091,0.4896497628682091,0,1,1,1.0,1,10.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Sudan People's Liberation Movement in Opposition (SPLM-IO),2015,20,7.070266544330686,0.3535133272165343,1,20,18,88.0,15,27.0,0.05,1.0,0.9,0.0013364517206815904
归属记录,Sudan People's Liberation Movement in Opposition (SPLM-IO),2016,23,13.084441388253016,0.5688887560110006,8,23,18,404.0,15,98.0,0.34782608695652173,1.0,0.782608695652174,0.0016927945830573343
归属记录,Sudan People's Liberation Movement in Opposition (SPLM-IO),2017,36,16.70016873239799,0.4638935758999442,9,36,34,487.0,33,139.0,0.25,1.0,0.9444444444444444,0.0033027522935779817
归属记录,Sudan Revolutionary Front (SRF),2015,1,0.7671533450956725,0.7671533450956725,1,1,1,20.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
